ts,time,TAC,blocked,cutoff,volte,msg,tot,tot_c
1021003,10/21/2018 0:30,28672,0,6,234,6,882,0.993197279
1021003,10/21/2018 0:30,28681,54,73,17860,1179,53177,0.997611749
1021003,10/21/2018 0:30,28682,108,339,50034,2546,129288,0.996542603
1021003,10/21/2018 0:30,28683,32,91,20205,1137,58100,0.99788296
1021003,10/21/2018 0:30,28684,59,117,30184,1514,99808,0.998236614
1021003,10/21/2018 0:30,28685,72,102,32702,1689,105662,0.99835324
1021003,10/21/2018 0:30,28688,106,215,34820,1745,95277,0.996630876
1021003,10/21/2018 0:30,29449,81,114,9718,895,30850,0.993679092
1021003,10/21/2018 0:30,29465,20,39,4083,339,12792,0.995387742
1021004,10/21/2018 0:40,27214,24,57,7290,555,20409,0.996031163
1021004,10/21/2018 0:40,28672,0,6,288,30,1104,0.994565217
1021004,10/21/2018 0:40,28681,20,75,18147,1580,50517,0.998119445
1021004,10/21/2018 0:40,28682,119,375,47119,2236,125479,0.996063086
1021004,10/21/2018 0:40,28683,43,128,18995,1112,58698,0.997086783
1021004,10/21/2018 0:40,28684,49,153,28853,1528,97698,0.997932404
1021004,10/21/2018 0:40,28685,53,240,33089,1844,102075,0.997129562
1021004,10/21/2018 0:40,28688,44,116,34290,1860,94246,0.998302315
1021004,10/21/2018 0:40,29449,65,339,9133,1084,29417,0.986266445
1021004,10/21/2018 0:40,29465,10,62,5673,325,14815,0.995140061
1021005,10/21/2018 0:50,27214,0,141,6612,870,20214,0.993024636
1021005,10/21/2018 0:50,28672,0,0,300,30,888,1
1021005,10/21/2018 0:50,28681,46,110,16929,1733,51220,0.996954315
1021005,10/21/2018 0:50,28682,65,431,46091,2497,125091,0.996034887
1021005,10/21/2018 0:50,28683,81,50,17553,1312,56230,0.997670283
1021005,10/21/2018 0:50,28684,47,134,26619,1778,94784,0.998090395
1021005,10/21/2018 0:50,28685,246,134,28692,1810,96970,0.996081262
1021005,10/21/2018 0:50,28688,113,179,33386,1839,93259,0.996868935
1021005,10/21/2018 0:50,29449,117,105,8106,727,27573,0.991948645
1021005,10/21/2018 0:50,29465,115,106,4287,379,13254,0.983325788
1021010,10/21/2018 1:00,27214,54,99,5877,1041,19035,0.991962175
1021010,10/21/2018 1:00,28672,6,0,366,24,1122,0.994652406
1021010,10/21/2018 1:00,28681,55,221,16237,1739,52788,0.994771539
1021010,10/21/2018 1:00,28682,99,604,44259,3262,122221,0.994248124
1021010,10/21/2018 1:00,28683,24,109,18021,779,57057,0.997668998
1021010,10/21/2018 1:00,28684,60,116,26047,1697,96939,0.998184425
1021010,10/21/2018 1:00,28685,41,294,28139,1800,98177,0.996587796
1021010,10/21/2018 1:00,28688,88,87,33016,1529,92470,0.998107494
1021010,10/21/2018 1:00,29449,8,263,9031,997,28100,0.990355872
1021010,10/21/2018 1:00,29465,37,25,3909,239,12370,0.994987874
1021011,10/21/2018 1:10,27214,33,96,5013,693,17799,0.992752402
1021011,10/21/2018 1:10,28672,0,0,186,0,762,1
1021011,10/21/2018 1:10,28681,58,119,16302,2080,50023,0.996461628
1021011,10/21/2018 1:10,28682,127,451,42333,2513,123453,0.995318056
1021011,10/21/2018 1:10,28683,29,41,16847,1086,54126,0.998706721
1021011,10/21/2018 1:10,28684,65,67,25121,1524,94938,0.998609619
1021011,10/21/2018 1:10,28685,59,141,27330,1664,97775,0.997954487
1021011,10/21/2018 1:10,28688,68,128,31482,1415,92365,0.997877984
1021011,10/21/2018 1:10,29449,415,224,8940,744,28538,0.977608802
1021011,10/21/2018 1:10,29465,11,62,3488,470,11821,0.99382455
1021012,10/21/2018 1:20,27214,12,96,5622,672,18927,0.994293866
1021012,10/21/2018 1:20,28672,6,0,324,24,1056,0.994318182
1021012,10/21/2018 1:20,28681,16,159,15385,2473,52461,0.996664189
1021012,10/21/2018 1:20,28682,154,603,40333,2496,118607,0.993617577
1021012,10/21/2018 1:20,28683,12,38,16574,1175,54279,0.999078833
1021012,10/21/2018 1:20,28684,44,95,24347,2082,95604,0.998546086
1021012,10/21/2018 1:20,28685,81,128,25977,1611,97490,0.99785619
1021012,10/21/2018 1:20,28688,63,126,30705,1420,91297,0.997929833
1021012,10/21/2018 1:20,29449,92,237,8141,657,27146,0.987880351
1021012,10/21/2018 1:20,29465,0,120,3269,252,11907,0.989921895
1021013,10/21/2018 1:30,27214,12,45,4950,798,17430,0.996729776
1021013,10/21/2018 1:30,28672,6,48,222,60,948,0.943037975
1021013,10/21/2018 1:30,28681,58,162,15921,1906,51019,0.995687881
1021013,10/21/2018 1:30,28682,145,556,37279,2464,112893,0.99379058
1021013,10/21/2018 1:30,28683,45,81,15248,1206,52161,0.997584402
1021013,10/21/2018 1:30,28684,39,41,22161,1387,90077,0.999111871
1021013,10/21/2018 1:30,28685,70,121,25654,1496,95948,0.998009338
1021013,10/21/2018 1:30,28688,45,164,30170,1589,91325,0.99771147
1021013,10/21/2018 1:30,29449,52,180,6685,654,23599,0.990169075
1021013,10/21/2018 1:30,29465,7,35,2957,172,10889,0.996142897
1021014,10/21/2018 1:40,27214,42,48,5202,657,18159,0.99504378
1021014,10/21/2018 1:40,28672,6,6,234,6,810,0.985185185
1021014,10/21/2018 1:40,28681,20,106,14529,1610,48893,0.997422944
1021014,10/21/2018 1:40,28682,178,540,35794,2282,110478,0.993500969
1021014,10/21/2018 1:40,28683,6,57,16262,818,53895,0.99883106
1021014,10/21/2018 1:40,28684,42,58,21100,1523,90979,0.998900845
1021014,10/21/2018 1:40,28685,28,98,25010,1184,94697,0.99866944
1021014,10/21/2018 1:40,28688,62,171,27860,1718,85850,0.997285964
1021014,10/21/2018 1:40,29449,14,123,7006,1050,25408,0.994607997
1021014,10/21/2018 1:40,29465,42,53,3019,117,11222,0.991534486
1021015,10/21/2018 1:50,27214,30,39,4896,507,17445,0.996044712
1021015,10/21/2018 1:50,28672,0,0,144,18,804,1
1021015,10/21/2018 1:50,28681,91,134,15584,1345,51379,0.995620779
1021015,10/21/2018 1:50,28682,49,351,34375,2272,109538,0.996348299
1021015,10/21/2018 1:50,28683,0,83,15672,1069,53555,0.998450191
1021015,10/21/2018 1:50,28684,124,50,20905,1177,87481,0.998010997
1021015,10/21/2018 1:50,28685,92,106,24049,1450,92795,0.997866264
1021015,10/21/2018 1:50,28688,92,157,27422,1938,86753,0.997129782
1021015,10/21/2018 1:50,29449,60,127,6748,552,24746,0.992443223
1021015,10/21/2018 1:50,29465,14,32,3285,198,11383,0.995958886
1021020,10/21/2018 2:00,27214,27,27,4782,720,17370,0.996891192
1021020,10/21/2018 2:00,28672,0,0,210,0,786,1
1021020,10/21/2018 2:00,28681,20,144,14196,915,46042,0.996438035
1021020,10/21/2018 2:00,28682,116,292,32656,1945,101262,0.995970848
1021020,10/21/2018 2:00,28683,12,58,15137,1125,52606,0.998669353
1021020,10/21/2018 2:00,28684,105,132,21150,1348,81946,0.997107852
1021020,10/21/2018 2:00,28685,58,134,21868,1404,85384,0.997751335
1021020,10/21/2018 2:00,28688,106,271,25905,1567,79108,0.995234363
1021020,10/21/2018 2:00,29449,16,101,5572,569,23127,0.994940978
1021020,10/21/2018 2:00,29465,8,30,2362,113,10320,0.996317829
1021021,10/21/2018 2:10,27214,21,33,5196,687,17076,0.996837667
1021021,10/21/2018 2:10,28672,0,0,216,12,834,1
1021021,10/21/2018 2:10,28681,0,73,12621,1104,43982,0.99834023
1021021,10/21/2018 2:10,28682,85,310,33922,1850,103926,0.996199219
1021021,10/21/2018 2:10,28683,0,80,14503,790,50495,0.998415685
1021021,10/21/2018 2:10,28684,29,106,18539,1234,77945,0.998268009
1021021,10/21/2018 2:10,28685,12,155,19673,1337,80836,0.997934089
1021021,10/21/2018 2:10,28688,110,68,25762,1628,78129,0.997721717
1021021,10/21/2018 2:10,29449,31,241,6179,759,23750,0.988547368
1021021,10/21/2018 2:10,29465,9,15,2322,218,10262,0.997661275
1021022,10/21/2018 2:20,27214,39,39,4482,603,16848,0.99537037
1021022,10/21/2018 2:20,28672,0,0,162,18,762,1
1021022,10/21/2018 2:20,28681,30,36,13266,1336,45266,0.998541952
1021022,10/21/2018 2:20,28682,42,359,32770,1851,102605,0.996091808
1021022,10/21/2018 2:20,28683,76,37,15390,1279,52085,0.997830469
1021022,10/21/2018 2:20,28684,47,115,18758,1096,78230,0.997929183
1021022,10/21/2018 2:20,28685,50,148,20112,1259,80220,0.997531788
1021022,10/21/2018 2:20,28688,151,255,25140,1875,79696,0.994905641
1021022,10/21/2018 2:20,29449,25,97,5460,613,23177,0.994736161
1021022,10/21/2018 2:20,29465,0,25,2485,260,10111,0.997527445
1021023,10/21/2018 2:30,27214,12,30,5481,477,18888,0.997776366
1021023,10/21/2018 2:30,28672,0,0,174,30,720,1
1021023,10/21/2018 2:30,28681,51,66,12565,907,44115,0.997347841
1021023,10/21/2018 2:30,28682,105,354,33625,1796,104405,0.995603659
1021023,10/21/2018 2:30,28683,18,116,15725,825,50889,0.997366818
1021023,10/21/2018 2:30,28684,116,119,18177,990,76508,0.996928426
1021023,10/21/2018 2:30,28685,30,153,20838,1294,82845,0.997791056
1021023,10/21/2018 2:30,28688,66,245,23567,1293,76334,0.9959258
1021023,10/21/2018 2:30,29449,47,135,5990,523,24642,0.992614236
1021023,10/21/2018 2:30,29465,36,30,2723,195,10489,0.993707694
1021024,10/21/2018 2:40,27214,0,39,4734,252,16590,0.997649186
1021024,10/21/2018 2:40,28672,0,6,120,66,744,0.991935484
1021024,10/21/2018 2:40,28681,22,50,11427,1028,42971,0.998324451
1021024,10/21/2018 2:40,28682,70,239,34070,1724,100629,0.996929315
1021024,10/21/2018 2:40,28683,51,15,15888,845,51658,0.998722366
1021024,10/21/2018 2:40,28684,16,84,16924,1142,76130,0.998686457
1021024,10/21/2018 2:40,28685,31,220,20252,1376,83136,0.996980851
1021024,10/21/2018 2:40,28688,85,67,24734,1686,77904,0.998048881
1021024,10/21/2018 2:40,29449,15,145,5287,536,21766,0.992649086
1021024,10/21/2018 2:40,29465,10,17,2431,143,10747,0.997487671
1021025,10/21/2018 2:50,27214,51,42,4011,372,15375,0.99395122
1021025,10/21/2018 2:50,28672,0,0,162,0,672,1
1021025,10/21/2018 2:50,28681,38,73,10288,1229,40280,0.99724429
1021025,10/21/2018 2:50,28682,65,183,32399,1521,98669,0.997486546
1021025,10/21/2018 2:50,28683,33,26,14700,949,52283,0.998871526
1021025,10/21/2018 2:50,28684,24,292,16406,1249,76940,0.995892904
1021025,10/21/2018 2:50,28685,32,88,18521,1199,80414,0.998507723
1021025,10/21/2018 2:50,28688,25,85,21822,1130,74840,0.998530198
1021025,10/21/2018 2:50,29449,28,48,4649,485,23197,0.996723714
1021025,10/21/2018 2:50,29465,8,5,2020,142,10571,0.99877022
1021030,10/21/2018 3:00,27214,12,33,3414,501,15762,0.997145032
1021030,10/21/2018 3:00,28672,0,0,150,12,636,1
1021030,10/21/2018 3:00,28681,65,136,10835,1299,41926,0.995205839
1021030,10/21/2018 3:00,28682,23,201,32908,2332,102734,0.997819612
1021030,10/21/2018 3:00,28683,26,39,15381,729,52118,0.99875283
1021030,10/21/2018 3:00,28684,42,166,16783,1305,76332,0.997275062
1021030,10/21/2018 3:00,28685,31,76,18660,1510,81602,0.998688758
1021030,10/21/2018 3:00,28688,101,137,21043,1250,74233,0.996793879
1021030,10/21/2018 3:00,29449,28,67,4589,660,21315,0.995543045
1021030,10/21/2018 3:00,29465,23,25,2174,226,9724,0.99506376
1021031,10/21/2018 3:10,27214,108,27,3153,570,15156,0.991092637
1021031,10/21/2018 3:10,28672,0,0,138,6,744,1
1021031,10/21/2018 3:10,28681,17,124,9562,998,41407,0.996594779
1021031,10/21/2018 3:10,28682,83,178,33451,2307,105345,0.997522426
1021031,10/21/2018 3:10,28683,103,166,15578,850,53385,0.994961131
1021031,10/21/2018 3:10,28684,45,22,14634,812,71104,0.999057718
1021031,10/21/2018 3:10,28685,18,108,17620,1205,78275,0.998390291
1021031,10/21/2018 3:10,28688,76,121,19187,1168,71813,0.997256764
1021031,10/21/2018 3:10,29449,36,29,4242,422,19928,0.996738258
1021031,10/21/2018 3:10,29465,0,45,2039,300,9587,0.995306144
1021032,10/21/2018 3:20,27214,9,69,3054,465,15483,0.994962217
1021032,10/21/2018 3:20,28672,0,0,156,12,702,1
1021032,10/21/2018 3:20,28681,14,25,10116,792,42217,0.999076202
1021032,10/21/2018 3:20,28682,103,139,30924,2204,101040,0.997604909
1021032,10/21/2018 3:20,28683,24,83,17369,736,53521,0.998000785
1021032,10/21/2018 3:20,28684,21,42,14957,1171,71910,0.999123905
1021032,10/21/2018 3:20,28685,15,208,15746,1506,77652,0.997128213
1021032,10/21/2018 3:20,28688,64,213,19783,1403,70983,0.996097657
1021032,10/21/2018 3:20,29449,36,149,3918,449,20745,0.991082188
1021032,10/21/2018 3:20,29465,0,77,2073,361,9622,0.991997506
1021033,10/21/2018 3:30,27214,0,0,2982,537,14601,1
1021033,10/21/2018 3:30,28672,0,6,204,6,882,0.993197279
1021033,10/21/2018 3:30,28681,50,146,8922,1005,41494,0.995276426
1021033,10/21/2018 3:30,28682,59,111,29718,1772,96744,0.998242785
1021033,10/21/2018 3:30,28683,15,30,15424,726,53385,0.999157067
1021033,10/21/2018 3:30,28684,14,23,13135,750,69975,0.99947124
1021033,10/21/2018 3:30,28685,47,92,14736,918,75151,0.998150391
1021033,10/21/2018 3:30,28688,59,101,17946,931,71769,0.997770625
1021033,10/21/2018 3:30,29449,29,195,4176,625,22736,0.990147783
1021033,10/21/2018 3:30,29465,18,133,1907,336,8933,0.983096384
1021034,10/21/2018 3:40,27214,15,0,2742,501,15132,0.999008723
1021034,10/21/2018 3:40,28672,0,0,120,6,912,1
1021034,10/21/2018 3:40,28681,57,25,9226,781,40671,0.997983821
1021034,10/21/2018 3:40,28682,55,101,25523,1628,91393,0.998293086
1021034,10/21/2018 3:40,28683,24,36,13390,592,50306,0.998807299
1021034,10/21/2018 3:40,28684,50,70,12756,801,70791,0.998304869
1021034,10/21/2018 3:40,28685,3,88,14610,1069,76787,0.998814904
1021034,10/21/2018 3:40,28688,27,127,17093,877,66719,0.997691812
1021034,10/21/2018 3:40,29449,8,102,3340,289,19852,0.994458997
1021034,10/21/2018 3:40,29465,6,95,1593,259,9238,0.989066898
1021035,10/21/2018 3:50,27214,9,84,2850,450,14016,0.993364726
1021035,10/21/2018 3:50,28672,0,18,84,18,858,0.979020979
1021035,10/21/2018 3:50,28681,41,167,8511,545,41919,0.99503805
1021035,10/21/2018 3:50,28682,79,87,23864,1455,87531,0.998103529
1021035,10/21/2018 3:50,28683,15,32,13834,744,53294,0.9991181
1021035,10/21/2018 3:50,28684,52,30,11972,839,70379,0.99883488
1021035,10/21/2018 3:50,28685,23,47,14852,795,75548,0.999073437
1021035,10/21/2018 3:50,28688,37,42,15789,1023,65328,0.998790718
1021035,10/21/2018 3:50,29449,19,78,3636,249,20571,0.995284624
1021035,10/21/2018 3:50,29465,7,14,1698,207,8568,0.99754902
1021040,10/21/2018 4:00,27214,0,27,2886,456,14280,0.998109244
1021040,10/21/2018 4:00,28672,0,0,120,6,540,1
1021040,10/21/2018 4:00,28681,42,42,8074,554,39495,0.997873148
1021040,10/21/2018 4:00,28682,56,58,22054,1216,84515,0.998651127
1021040,10/21/2018 4:00,28683,60,100,14703,650,52696,0.996963716
1021040,10/21/2018 4:00,28684,25,42,12410,919,69526,0.999036332
1021040,10/21/2018 4:00,28685,15,75,13454,991,75841,0.998813307
1021040,10/21/2018 4:00,28688,20,65,16093,931,62953,0.998649786
1021040,10/21/2018 4:00,29449,28,95,2975,323,17390,0.99292697
1021040,10/21/2018 4:00,29465,0,15,1490,132,8992,0.998331851
1021041,10/21/2018 4:10,27214,18,24,2364,453,12750,0.996705882
1021041,10/21/2018 4:10,28672,6,0,126,6,660,0.990909091
1021041,10/21/2018 4:10,28681,17,98,6795,832,38630,0.997023039
1021041,10/21/2018 4:10,28682,45,129,20996,1111,80272,0.99783237
1021041,10/21/2018 4:10,28683,48,16,14386,933,52213,0.998774252
1021041,10/21/2018 4:10,28684,20,90,11129,575,66722,0.998351368
1021041,10/21/2018 4:10,28685,10,65,11610,720,72965,0.99897211
1021041,10/21/2018 4:10,28688,21,35,13962,685,63236,0.999114428
1021041,10/21/2018 4:10,29449,23,23,2838,173,18796,0.997552671
1021041,10/21/2018 4:10,29465,10,29,1299,46,7937,0.995086305
1021042,10/21/2018 4:20,27214,6,39,1995,369,13320,0.996621622
1021042,10/21/2018 4:20,28672,0,0,60,18,636,1
1021042,10/21/2018 4:20,28681,29,0,5789,516,36866,0.999213367
1021042,10/21/2018 4:20,28682,17,27,19631,950,81396,0.999459433
1021042,10/21/2018 4:20,28683,41,13,14558,536,51162,0.998944529
1021042,10/21/2018 4:20,28684,34,48,10522,607,66947,0.99877515
1021042,10/21/2018 4:20,28685,23,49,10904,806,70875,0.998984127
1021042,10/21/2018 4:20,28688,20,40,13308,931,60348,0.999005767
1021042,10/21/2018 4:20,29449,36,24,2767,177,18702,0.996791787
1021042,10/21/2018 4:20,29465,0,10,1486,76,8562,0.998832049
1021043,10/21/2018 4:30,27214,0,0,1740,210,12774,1
1021043,10/21/2018 4:30,28672,0,6,120,24,648,0.990740741
1021043,10/21/2018 4:30,28681,31,33,5853,741,36789,0.99826035
1021043,10/21/2018 4:30,28682,22,79,17143,1179,76074,0.998672345
1021043,10/21/2018 4:30,28683,225,54,13766,551,52490,0.994684702
1021043,10/21/2018 4:30,28684,37,31,8946,464,64153,0.998940034
1021043,10/21/2018 4:30,28685,71,93,10459,858,69645,0.997645201
1021043,10/21/2018 4:30,28688,53,101,12634,820,60176,0.99744084
1021043,10/21/2018 4:30,29449,31,24,2503,225,17499,0.996856963
1021043,10/21/2018 4:30,29465,7,7,1281,67,7974,0.998244294
1021044,10/21/2018 4:40,27214,0,0,1683,405,12831,1
1021044,10/21/2018 4:40,28672,0,0,54,6,654,1
1021044,10/21/2018 4:40,28681,53,8,5940,252,35898,0.998300741
1021044,10/21/2018 4:40,28682,52,50,15539,1034,71620,0.998575817
1021044,10/21/2018 4:40,28683,104,46,14440,470,52654,0.997151214
1021044,10/21/2018 4:40,28684,44,56,8405,331,62728,0.998405816
1021044,10/21/2018 4:40,28685,30,11,9399,534,66528,0.999383718
1021044,10/21/2018 4:40,28688,23,54,12335,674,57224,0.998654411
1021044,10/21/2018 4:40,29449,0,35,2028,135,16865,0.997924696
1021044,10/21/2018 4:40,29465,12,0,1315,189,8081,0.998515035
1021045,10/21/2018 4:50,27214,12,6,1545,234,12126,0.998515586
1021045,10/21/2018 4:50,28672,0,0,84,18,648,1
1021045,10/21/2018 4:50,28681,28,30,5472,606,35235,0.998353909
1021045,10/21/2018 4:50,28682,22,26,13451,814,70028,0.99931456
1021045,10/21/2018 4:50,28683,62,174,13181,878,51312,0.995400686
1021045,10/21/2018 4:50,28684,8,28,6953,541,59008,0.999389913
1021045,10/21/2018 4:50,28685,12,4,8173,451,64191,0.999750744
1021045,10/21/2018 4:50,28688,43,62,10960,468,55606,0.998111715
1021045,10/21/2018 4:50,29449,19,46,2514,157,16435,0.996045026
1021045,10/21/2018 4:50,29465,0,0,1140,115,7392,1
1021050,10/21/2018 5:00,27214,18,54,1437,117,11730,0.993861893
1021050,10/21/2018 5:00,28672,0,0,42,6,462,1
1021050,10/21/2018 5:00,28681,23,34,4769,485,33067,0.998276227
1021050,10/21/2018 5:00,28682,0,59,13896,761,70928,0.999168171
1021050,10/21/2018 5:00,28683,38,61,13711,551,50604,0.998043633
1021050,10/21/2018 5:00,28684,0,72,6977,227,60559,0.998811077
1021050,10/21/2018 5:00,28685,36,50,9231,527,63663,0.998649137
1021050,10/21/2018 5:00,28688,33,37,10793,901,56701,0.998765454
1021050,10/21/2018 5:00,29449,9,75,2282,146,15045,0.99441675
1021050,10/21/2018 5:00,29465,8,0,965,61,7249,0.9988964
1021051,10/21/2018 5:10,27214,0,0,1128,27,11949,1
1021051,10/21/2018 5:10,28672,0,0,72,12,528,1
1021051,10/21/2018 5:10,28681,383,35,4179,252,32605,0.98717988
1021051,10/21/2018 5:10,28682,32,73,12270,772,68382,0.998464508
1021051,10/21/2018 5:10,28683,82,14,11828,509,46520,0.997936371
1021051,10/21/2018 5:10,28684,11,6,6150,518,56994,0.999701723
1021051,10/21/2018 5:10,28685,0,37,7939,281,61310,0.99939651
1021051,10/21/2018 5:10,28688,26,48,10348,695,55202,0.998659469
1021051,10/21/2018 5:10,29449,16,17,1858,215,15844,0.997917193
1021051,10/21/2018 5:10,29465,0,7,916,18,6685,0.99895288
1021052,10/21/2018 5:20,27214,0,9,1104,60,10560,0.999147727
1021052,10/21/2018 5:20,28672,0,0,84,6,546,1
1021052,10/21/2018 5:20,28681,11,6,4510,341,31819,0.999465728
1021052,10/21/2018 5:20,28682,29,68,9939,707,64864,0.998504563
1021052,10/21/2018 5:20,28683,47,20,12289,491,46545,0.998560533
1021052,10/21/2018 5:20,28684,8,22,6066,348,56708,0.999470974
1021052,10/21/2018 5:20,28685,20,26,6974,460,61406,0.999250888
1021052,10/21/2018 5:20,28688,46,22,8906,626,53183,0.998721396
1021052,10/21/2018 5:20,29449,23,9,1505,113,16150,0.998018576
1021052,10/21/2018 5:20,29465,7,0,1092,10,7261,0.999035945
1021053,10/21/2018 5:30,27214,0,15,1233,33,11058,0.998643516
1021053,10/21/2018 5:30,28672,0,0,48,12,582,1
1021053,10/21/2018 5:30,28681,11,0,4453,645,32333,0.99965979
1021053,10/21/2018 5:30,28682,48,44,10118,1132,65386,0.998592971
1021053,10/21/2018 5:30,28683,18,40,12266,452,46722,0.998758615
1021053,10/21/2018 5:30,28684,20,0,5802,496,57169,0.99965016
1021053,10/21/2018 5:30,28685,35,28,6365,289,59356,0.998938608
1021053,10/21/2018 5:30,28688,14,123,9662,452,53623,0.997445126
1021053,10/21/2018 5:30,29449,0,18,1447,180,15386,0.998830105
1021053,10/21/2018 5:30,29465,0,17,904,119,7614,0.997767271
1021054,10/21/2018 5:40,27214,15,9,966,39,10641,0.997744573
1021054,10/21/2018 5:40,28672,0,0,36,12,432,1
1021054,10/21/2018 5:40,28681,8,46,3535,332,29040,0.998140496
1021054,10/21/2018 5:40,28682,60,94,9365,459,61483,0.997495243
1021054,10/21/2018 5:40,28683,36,19,11485,469,45336,0.998786836
1021054,10/21/2018 5:40,28684,0,0,5178,250,53252,1
1021054,10/21/2018 5:40,28685,9,35,5813,236,58728,0.999250783
1021054,10/21/2018 5:40,28688,101,169,8067,593,51764,0.99478402
1021054,10/21/2018 5:40,29449,0,18,1052,88,14752,0.998779826
1021054,10/21/2018 5:40,29465,0,5,667,48,6379,0.999216178
1021055,10/21/2018 5:50,27214,0,0,1170,78,11220,1
1021055,10/21/2018 5:50,28672,0,0,72,0,504,1
1021055,10/21/2018 5:50,28681,0,0,3433,267,30953,1
1021055,10/21/2018 5:50,28682,16,37,8891,499,61339,0.999135949
1021055,10/21/2018 5:50,28683,12,56,11363,443,45388,0.998501807
1021055,10/21/2018 5:50,28684,14,28,4763,166,56777,0.999260264
1021055,10/21/2018 5:50,28685,36,0,5492,199,58291,0.999382409
1021055,10/21/2018 5:50,28688,12,91,8835,378,51723,0.998008623
1021055,10/21/2018 5:50,29449,0,24,1101,41,14290,0.998320504
1021055,10/21/2018 5:50,29465,10,0,632,62,7263,0.998623158
1021060,10/21/2018 6:00,27214,24,24,777,60,10488,0.995423341
1021060,10/21/2018 6:00,28672,0,0,24,0,612,1
1021060,10/21/2018 6:00,28681,0,30,2256,364,29010,0.998965874
1021060,10/21/2018 6:00,28682,0,28,8866,275,61443,0.999544293
1021060,10/21/2018 6:00,28683,0,16,10605,293,42078,0.999619754
1021060,10/21/2018 6:00,28684,28,14,4035,357,55554,0.999243979
1021060,10/21/2018 6:00,28685,64,10,4605,202,57231,0.998706994
1021060,10/21/2018 6:00,28688,22,6,7963,387,50053,0.999440593
1021060,10/21/2018 6:00,29449,0,0,1057,117,14037,1
1021060,10/21/2018 6:00,29465,0,0,631,39,7307,1
1021061,10/21/2018 6:10,27214,0,0,1077,33,9951,1
1021061,10/21/2018 6:10,28672,0,0,72,0,528,1
1021061,10/21/2018 6:10,28681,11,52,2763,229,27957,0.997746539
1021061,10/21/2018 6:10,28682,0,9,8083,390,60487,0.999851208
1021061,10/21/2018 6:10,28683,24,22,11288,273,43968,0.998953785
1021061,10/21/2018 6:10,28684,6,0,3311,203,53913,0.99988871
1021061,10/21/2018 6:10,28685,0,0,4459,114,55515,1
1021061,10/21/2018 6:10,28688,25,26,6497,288,47607,0.998928729
1021061,10/21/2018 6:10,29449,0,26,886,83,13728,0.998106061
1021061,10/21/2018 6:10,29465,0,0,569,34,7290,1
1021062,10/21/2018 6:20,27214,0,0,1272,0,11499,1
1021062,10/21/2018 6:20,28672,0,0,48,18,726,1
1021062,10/21/2018 6:20,28681,25,36,2960,288,29211,0.997911746
1021062,10/21/2018 6:20,28682,13,14,7387,289,57775,0.99953267
1021062,10/21/2018 6:20,28683,58,32,10808,422,43629,0.997937152
1021062,10/21/2018 6:20,28684,6,20,3208,138,52214,0.999502049
1021062,10/21/2018 6:20,28685,8,52,4258,123,56682,0.998941463
1021062,10/21/2018 6:20,28688,30,0,5521,282,46567,0.999355767
1021062,10/21/2018 6:20,29449,0,0,804,32,12667,1
1021062,10/21/2018 6:20,29465,8,0,484,44,6013,0.998669549
1021063,10/21/2018 6:30,27214,0,9,1035,105,9984,0.999098558
1021063,10/21/2018 6:30,28672,0,0,12,0,564,1
1021063,10/21/2018 6:30,28681,31,0,2228,606,29189,0.998937956
1021063,10/21/2018 6:30,28682,42,0,6598,297,58139,0.999277593
1021063,10/21/2018 6:30,28683,12,56,9865,229,40120,0.998305085
1021063,10/21/2018 6:30,28684,6,23,3182,152,51865,0.999440856
1021063,10/21/2018 6:30,28685,0,0,4225,127,57093,1
1021063,10/21/2018 6:30,28688,6,48,5457,252,45638,0.998816775
1021063,10/21/2018 6:30,29449,28,7,681,20,13191,0.997346676
1021063,10/21/2018 6:30,29465,0,0,436,14,6367,1
1021064,10/21/2018 6:40,27214,0,18,669,0,9879,0.998177953
1021064,10/21/2018 6:40,28672,0,0,54,0,588,1
1021064,10/21/2018 6:40,28681,6,31,2423,177,29932,0.998763865
1021064,10/21/2018 6:40,28682,13,21,6113,497,57095,0.999404501
1021064,10/21/2018 6:40,28683,25,21,10097,247,41222,0.998884091
1021064,10/21/2018 6:40,28684,14,0,2584,74,52318,0.999732406
1021064,10/21/2018 6:40,28685,0,6,3458,131,57066,0.999894859
1021064,10/21/2018 6:40,28688,0,0,5861,189,47562,1
1021064,10/21/2018 6:40,29449,0,0,551,82,13143,1
1021064,10/21/2018 6:40,29465,0,0,247,0,6674,1
1021065,10/21/2018 6:50,27214,0,0,399,0,10605,1
1021065,10/21/2018 6:50,28672,0,0,66,6,594,1
1021065,10/21/2018 6:50,28681,0,20,2166,163,27419,0.999270579
1021065,10/21/2018 6:50,28682,13,44,6530,254,58152,0.99901981
1021065,10/21/2018 6:50,28683,36,6,10476,135,41115,0.998978475
1021065,10/21/2018 6:50,28684,13,32,2717,96,50863,0.99911527
1021065,10/21/2018 6:50,28685,0,12,3085,86,55111,0.999782258
1021065,10/21/2018 6:50,28688,8,0,5754,210,44953,0.999822036
1021065,10/21/2018 6:50,29449,0,0,462,13,12087,1
1021065,10/21/2018 6:50,29465,0,0,245,0,6811,1
1021070,10/21/2018 7:00,27214,0,27,546,96,10617,0.997456909
1021070,10/21/2018 7:00,28672,0,0,24,0,600,1
1021070,10/21/2018 7:00,28681,8,16,2147,172,31544,0.999239158
1021070,10/21/2018 7:00,28682,29,0,6694,329,62343,0.999534831
