ts,time,TAC,blocked,cutoff,volte,msg,tot,tot_c
1020120,10/20/2018 12:00,28685,78,12,5356,153,64019,0.998594167
1020120,10/20/2018 12:00,28688,11,14,6289,166,50974,0.999509554
1020120,10/20/2018 12:00,29449,0,15,1474,113,16527,0.999092394
1020120,10/20/2018 12:00,29465,9,0,596,30,7999,0.998874859
1020121,10/20/2018 12:10,27214,0,24,1041,138,11400,0.997894737
1020121,10/20/2018 12:10,28672,0,0,24,6,588,1
1020121,10/20/2018 12:10,28681,0,23,3478,216,33120,0.999305556
1020121,10/20/2018 12:10,28682,12,36,8877,446,63093,0.999239218
1020121,10/20/2018 12:10,28683,0,0,2874,95,25241,1
1020121,10/20/2018 12:10,28684,0,25,4411,202,62145,0.999597715
1020121,10/20/2018 12:10,28685,38,24,5715,338,62620,0.999009901
1020121,10/20/2018 12:10,28688,3,12,7588,273,49676,0.999698043
1020121,10/20/2018 12:10,29449,0,3,1814,59,17570,0.999829254
1020121,10/20/2018 12:10,29465,10,5,882,34,8491,0.998233424
1020122,10/20/2018 12:20,27214,0,0,1404,129,12291,1
1020122,10/20/2018 12:20,28672,0,0,78,6,786,1
1020122,10/20/2018 12:20,28681,53,11,4371,252,37064,0.998273257
1020122,10/20/2018 12:20,28682,14,55,10124,410,68405,0.998991302
1020122,10/20/2018 12:20,28683,6,37,3409,185,28239,0.998477283
1020122,10/20/2018 12:20,28684,9,28,5784,235,64012,0.999421983
1020122,10/20/2018 12:20,28685,0,25,6972,314,69297,0.999639234
1020122,10/20/2018 12:20,28688,12,31,8887,353,52386,0.99917917
1020122,10/20/2018 12:20,29449,0,24,2569,135,20320,0.998818898
1020122,10/20/2018 12:20,29465,8,6,828,13,8186,0.998289763
1020123,10/20/2018 12:30,27214,0,0,1989,114,13251,1
1020123,10/20/2018 12:30,28672,6,0,90,0,684,0.99122807
1020123,10/20/2018 12:30,28681,0,24,4833,407,35847,0.999330488
1020123,10/20/2018 12:30,28682,9,52,12075,573,68358,0.999107639
1020123,10/20/2018 12:30,28683,0,0,3644,126,28807,1
1020123,10/20/2018 12:30,28684,25,20,5832,311,66698,0.999325317
1020123,10/20/2018 12:30,28685,0,30,7992,352,68577,0.999562536
1020123,10/20/2018 12:30,28688,37,12,9640,405,55539,0.999117737
1020123,10/20/2018 12:30,29449,0,15,3606,138,20963,0.999284454
1020123,10/20/2018 12:30,29465,8,6,951,99,8221,0.998297044
1020124,10/20/2018 12:40,27214,42,30,2499,438,14469,0.995023844
1020124,10/20/2018 12:40,28672,0,0,84,0,462,1
1020124,10/20/2018 12:40,28681,6,26,4864,352,34127,0.999062326
1020124,10/20/2018 12:40,28682,17,60,12603,545,69993,0.99889989
1020124,10/20/2018 12:40,28683,16,12,4636,237,29706,0.999057429
1020124,10/20/2018 12:40,28684,35,6,7748,435,66758,0.999385841
1020124,10/20/2018 12:40,28685,29,66,9222,529,69855,0.99864004
1020124,10/20/2018 12:40,28688,0,22,11718,308,56038,0.999607409
1020124,10/20/2018 12:40,29449,44,18,4223,210,20073,0.996911274
1020124,10/20/2018 12:40,29465,13,20,1232,136,8841,0.996267391
1020125,10/20/2018 12:50,27214,0,24,2574,282,13818,0.998263135
1020125,10/20/2018 12:50,28672,0,0,102,0,744,1
1020125,10/20/2018 12:50,28681,14,45,6291,564,36258,0.998372773
1020125,10/20/2018 12:50,28682,18,80,14497,652,73173,0.998660708
1020125,10/20/2018 12:50,28683,27,0,5341,239,29920,0.999097594
1020125,10/20/2018 12:50,28684,26,34,10100,290,69451,0.999136082
1020125,10/20/2018 12:50,28685,11,49,11194,596,72307,0.999170205
1020125,10/20/2018 12:50,28688,23,6,12458,528,54804,0.999470842
1020125,10/20/2018 12:50,29449,12,29,5401,184,21177,0.998063937
1020125,10/20/2018 12:50,29465,18,18,1413,204,8152,0.995583906
1020130,10/20/2018 13:00,27214,12,66,3582,342,15501,0.994968067
1020130,10/20/2018 13:00,28672,0,0,96,6,744,1
1020130,10/20/2018 13:00,28681,41,157,7443,678,39671,0.995008949
1020130,10/20/2018 13:00,28682,50,46,17541,828,81305,0.998819261
1020130,10/20/2018 13:00,28683,20,19,5493,250,30403,0.998717232
1020130,10/20/2018 13:00,28684,24,32,12676,366,74458,0.999247898
1020130,10/20/2018 13:00,28685,6,33,13358,803,75697,0.999484788
1020130,10/20/2018 13:00,28688,60,34,14090,528,59318,0.998415321
1020130,10/20/2018 13:00,29449,17,36,5532,409,22111,0.997603003
1020130,10/20/2018 13:00,29465,9,7,2207,113,9439,0.998304905
1020131,10/20/2018 13:10,27214,0,18,4005,369,15924,0.998869631
1020131,10/20/2018 13:10,28672,0,0,174,0,732,1
1020131,10/20/2018 13:10,28681,25,52,8792,655,39512,0.998051225
1020131,10/20/2018 13:10,28682,53,38,18863,707,79626,0.998857157
1020131,10/20/2018 13:10,28683,18,33,5945,194,32421,0.998426945
1020131,10/20/2018 13:10,28684,22,26,14640,571,79604,0.999397015
1020131,10/20/2018 13:10,28685,31,89,14565,635,77984,0.998461223
1020131,10/20/2018 13:10,28688,6,27,15439,509,62505,0.999472042
1020131,10/20/2018 13:10,29449,0,48,5800,402,24815,0.998065686
1020131,10/20/2018 13:10,29465,0,41,2497,218,10176,0.995970912
1020132,10/20/2018 13:20,27214,12,18,4743,447,17802,0.998314796
1020132,10/20/2018 13:20,28672,0,0,156,6,624,1
1020132,10/20/2018 13:20,28681,26,64,10063,696,42043,0.997859334
1020132,10/20/2018 13:20,28682,25,16,21073,885,86263,0.999524709
1020132,10/20/2018 13:20,28683,10,62,7373,447,33066,0.997822537
1020132,10/20/2018 13:20,28684,52,90,16546,958,80269,0.998230948
1020132,10/20/2018 13:20,28685,31,77,16995,704,81069,0.998667802
1020132,10/20/2018 13:20,28688,20,99,16956,717,65198,0.998174791
1020132,10/20/2018 13:20,29449,20,110,7356,529,26071,0.995013617
1020132,10/20/2018 13:20,29465,16,10,2643,170,9989,0.997397137
1020133,10/20/2018 13:30,27214,30,18,4821,384,17616,0.997275204
1020133,10/20/2018 13:30,28672,0,6,234,42,780,0.992307692
1020133,10/20/2018 13:30,28681,6,50,10290,861,41468,0.998649561
1020133,10/20/2018 13:30,28682,40,132,22877,1250,87921,0.998043698
1020133,10/20/2018 13:30,28683,0,39,7862,415,34109,0.998856607
1020133,10/20/2018 13:30,28684,43,91,19707,1032,84593,0.998415945
1020133,10/20/2018 13:30,28685,0,67,19451,804,86370,0.999224268
1020133,10/20/2018 13:30,28688,56,36,19002,731,67243,0.998631828
1020133,10/20/2018 13:30,29449,42,88,7309,475,25853,0.99497157
1020133,10/20/2018 13:30,29465,16,15,3218,122,11336,0.997265349
1020134,10/20/2018 13:40,27214,27,36,5754,294,18402,0.996576459
1020134,10/20/2018 13:40,28672,0,6,168,0,714,0.991596639
1020134,10/20/2018 13:40,28681,50,24,11700,746,43491,0.998298499
1020134,10/20/2018 13:40,28682,26,98,24911,1284,88027,0.998591341
1020134,10/20/2018 13:40,28683,24,0,8761,392,35812,0.999329834
1020134,10/20/2018 13:40,28684,132,77,21405,799,88285,0.997632667
1020134,10/20/2018 13:40,28685,50,96,20479,960,86842,0.998318786
1020134,10/20/2018 13:40,28688,34,98,21064,962,69429,0.998098777
1020134,10/20/2018 13:40,29449,17,65,8458,623,27948,0.99706598
1020134,10/20/2018 13:40,29465,16,8,3561,106,11393,0.997893443
1020135,10/20/2018 13:50,27214,33,108,6105,534,20238,0.993032908
1020135,10/20/2018 13:50,28672,0,0,198,6,828,1
1020135,10/20/2018 13:50,28681,35,53,12715,566,45484,0.998065254
1020135,10/20/2018 13:50,28682,144,114,27579,1241,91896,0.997192478
1020135,10/20/2018 13:50,28683,22,50,9474,419,37230,0.998066076
1020135,10/20/2018 13:50,28684,144,121,24677,1070,91254,0.997096018
1020135,10/20/2018 13:50,28685,36,55,23836,878,90437,0.998993775
1020135,10/20/2018 13:50,28688,52,164,23205,1045,73862,0.997075628
1020135,10/20/2018 13:50,29449,94,74,10364,452,29939,0.99438859
1020135,10/20/2018 13:50,29465,10,16,3852,151,12272,0.997881356
1020140,10/20/2018 14:00,27214,21,39,6303,549,20340,0.997050147
1020140,10/20/2018 14:00,28672,0,0,324,6,984,1
1020140,10/20/2018 14:00,28681,59,115,15067,1246,49293,0.996470087
1020140,10/20/2018 14:00,28682,61,161,30472,1579,99532,0.997769562
1020140,10/20/2018 14:00,28683,12,37,10395,376,39538,0.998760686
1020140,10/20/2018 14:00,28684,73,76,27968,831,97049,0.998464693
1020140,10/20/2018 14:00,28685,116,115,27616,1238,99208,0.997671559
1020140,10/20/2018 14:00,28688,39,64,25199,1052,75553,0.998636719
1020140,10/20/2018 14:00,29449,172,98,11373,709,31892,0.991533927
1020140,10/20/2018 14:00,29465,19,81,4384,314,13470,0.992576095
1020141,10/20/2018 14:10,27214,57,81,7416,510,22245,0.993796359
1020141,10/20/2018 14:10,28672,0,0,288,24,876,1
1020141,10/20/2018 14:10,28681,23,130,15644,1283,51040,0.997002351
1020141,10/20/2018 14:10,28682,66,133,31932,1798,99277,0.997995508
1020141,10/20/2018 14:10,28683,0,20,10953,562,40619,0.99950762
1020141,10/20/2018 14:10,28684,44,172,30248,1033,99566,0.997830585
1020141,10/20/2018 14:10,28685,133,109,29773,1119,101923,0.997625659
1020141,10/20/2018 14:10,28688,52,45,26819,1158,80043,0.998788151
1020141,10/20/2018 14:10,29449,44,146,12027,903,32865,0.994218774
1020141,10/20/2018 14:10,29465,11,7,4483,274,13005,0.998615917
1020142,10/20/2018 14:20,27214,9,63,6873,642,21786,0.996695125
1020142,10/20/2018 14:20,28672,0,0,282,18,882,1
1020142,10/20/2018 14:20,28681,60,84,16403,933,51417,0.99719937
1020142,10/20/2018 14:20,28682,66,82,34106,1752,105077,0.998591509
1020142,10/20/2018 14:20,28683,49,89,12326,503,42108,0.996722713
1020142,10/20/2018 14:20,28684,50,118,30348,1450,102428,0.998359823
1020142,10/20/2018 14:20,28685,66,56,31702,1431,103958,0.998826449
1020142,10/20/2018 14:20,28688,12,152,28654,1135,80794,0.997970146
1020142,10/20/2018 14:20,29449,113,148,13792,647,35822,0.992713975
1020142,10/20/2018 14:20,29465,9,49,4819,275,14009,0.995859804
1020143,10/20/2018 14:30,27214,27,66,7788,594,23409,0.996027169
1020143,10/20/2018 14:30,28672,6,6,420,18,888,0.986486486
1020143,10/20/2018 14:30,28681,12,167,17262,1111,51359,0.99651473
1020143,10/20/2018 14:30,28682,76,156,37003,1712,106818,0.997828081
1020143,10/20/2018 14:30,28683,10,53,13422,356,44020,0.998568832
1020143,10/20/2018 14:30,28684,49,127,34188,985,106093,0.998341078
1020143,10/20/2018 14:30,28685,55,133,34757,1394,109553,0.998283936
1020143,10/20/2018 14:30,28688,14,108,29674,1394,84932,0.998563557
1020143,10/20/2018 14:30,29449,49,127,12907,635,34816,0.994944853
1020143,10/20/2018 14:30,29465,10,33,4950,271,14208,0.996973536
1020144,10/20/2018 14:40,27214,27,114,8172,711,23643,0.99403629
1020144,10/20/2018 14:40,28672,0,0,330,12,954,1
1020144,10/20/2018 14:40,28681,76,92,17632,1675,53600,0.996865672
1020144,10/20/2018 14:40,28682,73,189,38580,1833,110237,0.997623303
1020144,10/20/2018 14:40,28683,12,60,14485,491,46436,0.998449479
1020144,10/20/2018 14:40,28684,113,161,37138,1390,110667,0.997524104
1020144,10/20/2018 14:40,28685,133,170,37580,1531,111618,0.997285384
1020144,10/20/2018 14:40,28688,74,52,31883,1303,85934,0.998533758
1020144,10/20/2018 14:40,29449,74,194,13564,668,36147,0.99258583
1020144,10/20/2018 14:40,29465,17,42,5382,285,14669,0.995977913
1020145,10/20/2018 14:50,27214,21,99,9555,540,24975,0.995195195
1020145,10/20/2018 14:50,28672,6,0,438,6,906,0.993377483
1020145,10/20/2018 14:50,28681,43,73,18673,1015,54519,0.997872301
1020145,10/20/2018 14:50,28682,39,74,40737,1637,115280,0.999019778
1020145,10/20/2018 14:50,28683,54,86,15627,726,46292,0.996975719
1020145,10/20/2018 14:50,28684,122,168,39859,1466,114355,0.997464037
1020145,10/20/2018 14:50,28685,190,109,39629,1392,115337,0.997407597
1020145,10/20/2018 14:50,28688,24,181,32944,1297,88030,0.997671248
1020145,10/20/2018 14:50,29449,108,113,14963,583,36729,0.993982956
1020145,10/20/2018 14:50,29465,8,56,5544,369,15087,0.995757937
1020150,10/20/2018 15:00,27214,66,51,9063,525,24576,0.995239258
1020150,10/20/2018 15:00,28672,0,6,534,42,1152,0.994791667
1020150,10/20/2018 15:00,28681,103,92,21848,1285,58566,0.996670423
1020150,10/20/2018 15:00,28682,137,148,44893,2315,122380,0.997671188
1020150,10/20/2018 15:00,28683,27,80,15010,553,47715,0.997757519
1020150,10/20/2018 15:00,28684,113,88,43519,1580,119429,0.998316992
1020150,10/20/2018 15:00,28685,81,100,42316,1240,120628,0.998499519
1020150,10/20/2018 15:00,28688,49,126,35629,1237,93706,0.998132457
1020150,10/20/2018 15:00,29449,309,107,16277,729,39449,0.989454739
1020150,10/20/2018 15:00,29465,34,78,5457,331,15650,0.99284345
1020151,10/20/2018 15:10,27214,51,75,8865,486,25119,0.994983877
1020151,10/20/2018 15:10,28672,0,0,312,42,882,1
1020151,10/20/2018 15:10,28681,95,130,21899,1159,59074,0.996191218
1020151,10/20/2018 15:10,28682,135,126,46939,1872,119440,0.997814802
1020151,10/20/2018 15:10,28683,29,89,16294,370,48559,0.997569966
1020151,10/20/2018 15:10,28684,114,176,45061,1480,123287,0.997647765
1020151,10/20/2018 15:10,28685,67,187,43076,1639,119621,0.997876627
1020151,10/20/2018 15:10,28688,71,107,35681,1381,91695,0.998058782
1020151,10/20/2018 15:10,29449,147,94,15033,571,36498,0.993396898
1020151,10/20/2018 15:10,29465,27,94,5421,328,14716,0.991777657
1020152,10/20/2018 15:20,27214,54,186,9531,711,24873,0.990350983
1020152,10/20/2018 15:20,28672,0,0,408,18,996,1
1020152,10/20/2018 15:20,28681,46,163,22696,1328,59611,0.996493936
1020152,10/20/2018 15:20,28682,96,138,46245,2124,120974,0.9980657
1020152,10/20/2018 15:20,28683,27,47,16284,441,47437,0.998440036
1020152,10/20/2018 15:20,28684,95,290,44541,1429,123076,0.996871852
1020152,10/20/2018 15:20,28685,164,144,44534,2284,123277,0.997501562
1020152,10/20/2018 15:20,28688,98,139,37502,1682,94813,0.997500343
1020152,10/20/2018 15:20,29449,107,189,14968,952,38100,0.992230971
1020152,10/20/2018 15:20,29465,30,60,5708,531,15390,0.994152047
1020153,10/20/2018 15:30,27214,24,105,9384,816,23838,0.994588472
1020153,10/20/2018 15:30,28672,6,0,450,12,936,0.993589744
1020153,10/20/2018 15:30,28681,58,141,21529,1802,59590,0.996660514
1020153,10/20/2018 15:30,28682,45,239,47415,2310,124930,0.997726727
1020153,10/20/2018 15:30,28683,52,72,17396,386,50891,0.99756342
1020153,10/20/2018 15:30,28684,76,141,46575,1794,122352,0.998226429
1020153,10/20/2018 15:30,28685,62,222,45873,1862,123396,0.997698467
1020153,10/20/2018 15:30,28688,84,84,37849,1682,97156,0.998270822
1020153,10/20/2018 15:30,29449,142,337,15331,957,39842,0.987977511
1020153,10/20/2018 15:30,29465,35,88,6060,348,15425,0.992025932
1020154,10/20/2018 15:40,27214,21,57,9171,663,24291,0.996788934
1020154,10/20/2018 15:40,28672,0,0,486,6,1092,1
1020154,10/20/2018 15:40,28681,90,148,23870,1290,61783,0.996147808
1020154,10/20/2018 15:40,28682,80,237,49035,2347,123875,0.997440969
1020154,10/20/2018 15:40,28683,61,31,17302,795,50429,0.998175653
1020154,10/20/2018 15:40,28684,114,144,47808,1264,125149,0.997938457
1020154,10/20/2018 15:40,28685,128,296,46887,2085,125361,0.996617768
1020154,10/20/2018 15:40,28688,141,106,39704,1338,97232,0.997459684
1020154,10/20/2018 15:40,29449,65,142,15322,835,39236,0.994724233
1020154,10/20/2018 15:40,29465,113,43,6282,397,15546,0.989965264
1020155,10/20/2018 15:50,27214,33,117,9213,819,24291,0.993824873
1020155,10/20/2018 15:50,28672,6,0,402,12,948,0.993670886
1020155,10/20/2018 15:50,28681,51,154,23221,1456,60284,0.996599429
1020155,10/20/2018 15:50,28682,173,192,50180,2122,123653,0.997048191
1020155,10/20/2018 15:50,28683,77,58,19051,755,51351,0.997371035
1020155,10/20/2018 15:50,28684,156,190,50312,1030,129541,0.997329031
1020155,10/20/2018 15:50,28685,133,163,46940,1752,125719,0.997645543
1020155,10/20/2018 15:50,28688,216,244,39166,1792,96238,0.995220183
1020155,10/20/2018 15:50,29449,109,179,15596,877,40009,0.99280162
1020155,10/20/2018 15:50,29465,32,75,6351,420,16715,0.993598564
1020160,10/20/2018 16:00,27214,48,102,9357,1089,24900,0.993975904
1020160,10/20/2018 16:00,28672,0,0,342,24,822,1
1020160,10/20/2018 16:00,28681,72,48,23374,1515,60265,0.998008794
1020160,10/20/2018 16:00,28682,131,288,52875,2629,132776,0.996844309
1020160,10/20/2018 16:00,28683,6,52,18958,731,53900,0.998923933
1020160,10/20/2018 16:00,28684,134,157,54935,2101,136349,0.997865771
1020160,10/20/2018 16:00,28685,78,518,49137,2230,127853,0.995338396
1020160,10/20/2018 16:00,28688,113,143,39991,1580,99241,0.997420421
1020160,10/20/2018 16:00,29449,66,242,15805,1124,41907,0.992650393
1020160,10/20/2018 16:00,29465,10,21,6352,326,15365,0.997982428
1020161,10/20/2018 16:10,27214,42,81,9672,789,25629,0.995200749
1020161,10/20/2018 16:10,28672,0,0,330,24,792,1
1020161,10/20/2018 16:10,28681,97,181,23169,1655,60879,0.995433565
1020161,10/20/2018 16:10,28682,43,159,53835,2523,129608,0.998441454
1020161,10/20/2018 16:10,28683,38,85,19786,533,52831,0.997671821
1020161,10/20/2018 16:10,28684,118,258,52228,1870,130816,0.997125734
1020161,10/20/2018 16:10,28685,115,352,50845,2235,127994,0.996351391
1020161,10/20/2018 16:10,28688,86,310,41666,1977,101674,0.996105199
1020161,10/20/2018 16:10,29449,167,121,17944,759,42531,0.993228469
1020161,10/20/2018 16:10,29465,23,61,6450,227,16289,0.994843146
1020162,10/20/2018 16:20,27214,9,69,11517,732,27309,0.997143799
1020162,10/20/2018 16:20,28672,0,0,306,24,930,1
1020162,10/20/2018 16:20,28681,113,119,24594,1947,61721,0.99624115
1020162,10/20/2018 16:20,28682,118,247,57180,2464,135310,0.997302491
1020162,10/20/2018 16:20,28683,24,97,19704,925,55087,0.997803475
1020162,10/20/2018 16:20,28684,100,221,51226,1513,127058,0.997473595
1020162,10/20/2018 16:20,28685,153,203,51057,1910,130960,0.997281613
1020162,10/20/2018 16:20,28688,62,125,41143,1773,102338,0.998172722
1020162,10/20/2018 16:20,29449,133,172,17010,1045,40888,0.992540599
1020162,10/20/2018 16:20,29465,20,54,6371,310,15377,0.995187618
1020163,10/20/2018 16:30,27214,72,177,9825,924,25914,0.990391294
1020163,10/20/2018 16:30,28672,6,0,354,0,870,0.993103448
1020163,10/20/2018 16:30,28681,165,217,24662,2298,65288,0.994149001
1020163,10/20/2018 16:30,28682,94,217,55619,2624,133526,0.997670866
1020163,10/20/2018 16:30,28683,67,66,20608,700,54736,0.997570155
1020163,10/20/2018 16:30,28684,103,269,50829,1827,129278,0.99712248
1020163,10/20/2018 16:30,28685,126,170,47821,2348,126346,0.997657227
1020163,10/20/2018 16:30,28688,60,219,42744,1652,102357,0.997274246
1020163,10/20/2018 16:30,29449,150,215,16306,535,40840,0.991062684
1020163,10/20/2018 16:30,29465,41,105,6728,390,16530,0.991167574
1020164,10/20/2018 16:40,27214,90,111,9663,600,25152,0.992008588
1020164,10/20/2018 16:40,28672,0,0,420,18,906,1
1020164,10/20/2018 16:40,28681,110,132,22333,1649,61941,0.996093056
1020164,10/20/2018 16:40,28682,137,177,55806,2176,136262,0.997695616
1020164,10/20/2018 16:40,28683,46,43,19562,641,54637,0.998371067
1020164,10/20/2018 16:40,28684,117,240,50373,1758,128733,0.997226818
1020164,10/20/2018 16:40,28685,16,169,49385,2200,130823,0.998585876
1020164,10/20/2018 16:40,28688,171,319,43769,2286,104065,0.995291404
1020164,10/20/2018 16:40,29449,128,171,16526,918,40642,0.992643079
1020164,10/20/2018 16:40,29465,35,108,6562,247,15946,0.991032234
1020165,10/20/2018 16:50,27214,63,54,9744,606,25170,0.995351609
1020165,10/20/2018 16:50,28672,0,0,306,12,804,1
1020165,10/20/2018 16:50,28681,250,165,24178,1530,64299,0.993545778
1020165,10/20/2018 16:50,28682,154,345,55586,2631,134650,0.996294096
1020165,10/20/2018 16:50,28683,24,47,20199,602,55355,0.99871737
1020165,10/20/2018 16:50,28684,101,151,53452,1813,133912,0.998118167
1020165,10/20/2018 16:50,28685,88,145,49581,1981,127012,0.998165528
1020165,10/20/2018 16:50,28688,140,171,43787,1595,106381,0.997076546
1020165,10/20/2018 16:50,29449,166,308,16576,1008,42740,0.988909686
1020165,10/20/2018 16:50,29465,23,54,6731,438,17021,0.995476176
1020170,10/20/2018 17:00,27214,39,39,9729,813,24108,0.996764559
1020170,10/20/2018 17:00,28672,0,0,300,0,822,1
1020170,10/20/2018 17:00,28681,60,223,26545,1729,68423,0.995863964
1020170,10/20/2018 17:00,28682,239,285,55272,2457,137040,0.996176299
1020170,10/20/2018 17:00,28683,66,46,21639,602,57368,0.998047692
1020170,10/20/2018 17:00,28684,106,217,53038,1559,134440,0.997597441
1020170,10/20/2018 17:00,28685,102,211,51481,2388,134592,0.997674453
1020170,10/20/2018 17:00,28688,213,135,43973,1511,107105,0.996750852
1020170,10/20/2018 17:00,29449,227,238,18301,1063,45701,0.989825168
1020170,10/20/2018 17:00,29465,32,91,6964,399,17081,0.992799016
1020171,10/20/2018 17:10,27214,30,66,10296,534,26028,0.996311664
1020171,10/20/2018 17:10,28672,0,0,300,12,714,1
1020171,10/20/2018 17:10,28681,73,94,23943,1562,67578,0.997528782
1020171,10/20/2018 17:10,28682,168,286,57305,3186,142595,0.996816158
1020171,10/20/2018 17:10,28683,100,101,21735,747,57361,0.996495877
1020171,10/20/2018 17:10,28684,98,154,53515,2065,138061,0.99817472
1020171,10/20/2018 17:10,28685,132,288,48955,2425,132388,0.996827507
1020171,10/20/2018 17:10,28688,75,127,44111,1844,108985,0.998146534
1020171,10/20/2018 17:10,29449,141,303,17189,985,43395,0.989768406
1020171,10/20/2018 17:10,29465,35,71,6243,322,16777,0.993681826
1020172,10/20/2018 17:20,27214,39,60,10272,834,25905,0.996178344
1020172,10/20/2018 17:20,28672,0,6,420,6,1116,0.994623656
1020172,10/20/2018 17:20,28681,74,106,25931,1675,72291,0.997510063
1020172,10/20/2018 17:20,28682,224,403,57089,3405,140617,0.99554108
1020172,10/20/2018 17:20,28683,22,93,21574,717,57964,0.99801601
1020172,10/20/2018 17:20,28684,144,198,53374,2112,139026,0.997540028
1020172,10/20/2018 17:20,28685,84,192,48444,2033,135731,0.997966566
1020172,10/20/2018 17:20,28688,70,200,43924,1683,107187,0.997481038
1020172,10/20/2018 17:20,29449,156,374,18440,818,47561,0.988856416
1020172,10/20/2018 17:20,29465,48,110,6313,560,17050,0.990733138
1020173,10/20/2018 17:30,27214,33,48,9654,699,24585,0.996705308
1020173,10/20/2018 17:30,28672,0,0,378,18,960,1
1020173,10/20/2018 17:30,28681,95,192,24777,1964,66354,0.995674714
1020173,10/20/2018 17:30,28682,155,236,57814,3178,140469,0.997216468
1020173,10/20/2018 17:30,28683,57,129,22036,709,58829,0.996838294
1020173,10/20/2018 17:30,28684,142,193,52333,1966,136878,0.997552565
1020173,10/20/2018 17:30,28685,74,199,48879,1990,130293,0.997904722
1020173,10/20/2018 17:30,28688,125,178,44615,1860,110304,0.997253046
1020173,10/20/2018 17:30,29449,109,189,15615,810,42813,0.993039497
1020173,10/20/2018 17:30,29465,43,40,6009,384,16636,0.99501082
1020174,10/20/2018 17:40,27214,12,48,9102,738,24330,0.997533909
1020174,10/20/2018 17:40,28672,0,0,342,18,858,1
1020174,10/20/2018 17:40,28681,112,244,24863,1442,67422,0.994719824
1020174,10/20/2018 17:40,28682,190,131,54893,2737,138791,0.99768717
1020174,10/20/2018 17:40,28683,123,95,21993,814,59642,0.996344858
1020174,10/20/2018 17:40,28684,102,256,50338,1730,132865,0.997305536
1020174,10/20/2018 17:40,28685,52,117,48690,1994,130656,0.998706527
1020174,10/20/2018 17:40,28688,239,143,44812,2201,111894,0.996586055
1020174,10/20/2018 17:40,29449,102,274,15620,727,42437,0.991139807
1020174,10/20/2018 17:40,29465,12,50,5833,395,16192,0.996170949
1020175,10/20/2018 17:50,27214,9,102,9255,642,24555,0.995479536
1020175,10/20/2018 17:50,28672,6,0,306,12,900,0.993333333
1020175,10/20/2018 17:50,28681,29,228,23893,1701,68052,0.996223476
1020175,10/20/2018 17:50,28682,79,415,55494,2895,139284,0.99645329
1020175,10/20/2018 17:50,28683,53,28,22274,845,59386,0.998636042
1020175,10/20/2018 17:50,28684,55,216,51455,1701,136773,0.998018615
1020175,10/20/2018 17:50,28685,124,183,48177,2010,129742,0.997633765
1020175,10/20/2018 17:50,28688,66,100,45457,1949,110928,0.998503534
1020175,10/20/2018 17:50,29449,252,275,16515,903,42929,0.987723916
1020175,10/20/2018 17:50,29465,45,111,6236,355,16100,0.990310559
1020180,10/20/2018 18:00,27214,48,120,8721,699,23616,0.992886179
1020180,10/20/2018 18:00,28672,0,0,360,18,1056,1
1020180,10/20/2018 18:00,28681,64,223,23848,1359,67507,0.995748589
1020180,10/20/2018 18:00,28682,149,385,56976,3139,141207,0.996218318
1020180,10/20/2018 18:00,28683,103,134,22267,885,58873,0.995974386
1020180,10/20/2018 18:00,28684,68,161,50459,1874,134165,0.998293146
1020180,10/20/2018 18:00,28685,156,243,49753,2272,133731,0.997016399
1020180,10/20/2018 18:00,28688,41,269,45404,1645,106882,0.997099605
1020180,10/20/2018 18:00,29449,115,301,17038,1131,44904,0.990735792
1020180,10/20/2018 18:00,29465,29,158,6161,428,17530,0.989332573
1020181,10/20/2018 18:10,27214,18,57,8799,717,24171,0.996897108
1020181,10/20/2018 18:10,28672,0,0,306,24,822,1
1020181,10/20/2018 18:10,28681,20,200,22977,1634,64120,0.996568933
1020181,10/20/2018 18:10,28682,134,309,54591,3067,138431,0.99679985
1020181,10/20/2018 18:10,28683,55,129,20012,756,57281,0.996787766
1020181,10/20/2018 18:10,28684,96,190,51334,1813,135510,0.997889455
1020181,10/20/2018 18:10,28685,133,265,48452,1922,128398,0.996900263
1020181,10/20/2018 18:10,28688,174,185,45770,2133,110217,0.996742789
1020181,10/20/2018 18:10,29449,135,173,16129,798,41914,0.99265162
1020181,10/20/2018 18:10,29465,27,149,6093,492,16802,0.989525057
1020182,10/20/2018 18:20,27214,15,39,8640,393,22797,0.997631267
1020182,10/20/2018 18:20,28672,0,0,288,30,708,1
1020182,10/20/2018 18:20,28681,50,83,23242,1670,64485,0.997937505
1020182,10/20/2018 18:20,28682,185,273,53941,2920,138035,0.996682001
1020182,10/20/2018 18:20,28683,44,42,21248,708,57893,0.998514501
1020182,10/20/2018 18:20,28684,69,285,50223,2210,131988,0.997317938
1020182,10/20/2018 18:20,28685,84,94,48048,2277,128185,0.998611382
1020182,10/20/2018 18:20,28688,155,98,45602,1372,107420,0.997644759
1020182,10/20/2018 18:20,29449,80,167,16141,956,41508,0.99404934
1020182,10/20/2018 18:20,29465,33,154,5336,598,15262,0.987747346
1020183,10/20/2018 18:30,27214,0,18,8466,684,22506,0.999200213
1020183,10/20/2018 18:30,28672,0,6,258,18,816,0.992647059
1020183,10/20/2018 18:30,28681,53,252,23651,1837,65826,0.995366572
1020183,10/20/2018 18:30,28682,71,204,51586,2952,134529,0.997955831
1020183,10/20/2018 18:30,28683,58,82,21114,699,55064,0.997457504
